order_id,customer_id,order_date,order_value,payment_method,status,city
ORD_12663,CUST_7919,2024-04-12,3675,UPI,Returned,Kolkata
ORD_12664,CUST_1935,2024-05-17,3462,COD,Delivered,Kolkata
ORD_12665,CUST_8787,2024-05-25,3293,COD,Delivered,Delhi
ORD_12666,CUST_8848,2024-05-28,2574,Card,Returned,Pune
ORD_12667,CUST_3525,2024-01-07,1088,Netbanking,Delivered,Hyderabad
ORD_12668,CUST_8790,2024-03-26,4443,COD,Delivered,Delhi
ORD_12669,CUST_4294,2023-12-21,1923,Card,Cancelled,Mumbai
ORD_12670,CUST_7364,2024-04-23,3411,Netbanking,Delivered,Pune
ORD_12671,CUST_7910,2024-03-07,4571,Card,Returned,Delhi
ORD_12672,CUST_3866,2024-03-23,4800,Netbanking,Delivered,Bangalore
ORD_12673,CUST_1187,2024-02-25,1390,Card,Delivered,Kolkata
ORD_12674,CUST_1561,2024-01-13,1473,Card,Delivered,Mumbai
ORD_12675,CUST_2307,2024-01-26,3084,UPI,Delivered,Chennai
ORD_12676,CUST_2883,2024-05-26,3094,Netbanking,Delivered,Chennai
ORD_12677,CUST_3782,2023-12-21,4122,UPI,Returned,Pune
ORD_12678,CUST_4568,2024-03-13,2684,Card,Delivered,Hyderabad
ORD_12679,CUST_3328,2024-05-12,1416,COD,Cancelled,Kolkata
ORD_12680,CUST_5165,2023-12-25,3873,COD,Cancelled,Mumbai
ORD_12681,CUST_5201,2024-04-27,3298,Netbanking,Delivered,Pune
ORD_12682,CUST_8916,2024-04-15,2644,COD,Delivered,Chennai
ORD_12683,CUST_4484,2024-04-14,3196,COD,Cancelled,Bangalore
ORD_12684,CUST_1800,2024-02-16,1554,Card,Delivered,Hyderabad
ORD_12685,CUST_7812,2024-03-24,2475,Card,Returned,Bangalore
ORD_12686,CUST_6313,2024-02-21,3228,COD,Delivered,Bangalore
ORD_12687,CUST_6347,2024-02-14,4607,UPI,Returned,Mumbai
ORD_12688,CUST_8868,2024-05-03,1683,Netbanking,Delivered,Chennai
ORD_12689,CUST_8878,2023-12-08,3633,COD,Cancelled,Pune
ORD_12690,CUST_6656,2024-02-29,3253,Card,Delivered,Bangalore
ORD_12691,CUST_1110,2024-02-06,2438,Card,Returned,Kolkata
ORD_12692,CUST_5731,2024-02-03,1256,Card,Delivered,Chennai
ORD_12693,CUST_2530,2023-12-27,374,COD,Delivered,Pune
ORD_12694,CUST_1301,2024-01-18,4809,UPI,Cancelled,Kolkata
ORD_12695,CUST_6624,2023-12-18,4991,Card,Delivered,Kolkata
ORD_12696,CUST_2653,2024-02-20,1333,COD,Delivered,Mumbai
ORD_12697,CUST_1578,2024-02-19,1519,COD,Delivered,Delhi
ORD_12698,CUST_6599,2024-05-22,4479,Card,Delivered,Hyderabad
ORD_12699,CUST_2266,2023-12-08,3068,COD,Returned,Delhi
ORD_12700,CUST_4407,2024-04-16,4058,Card,Delivered,Chennai
ORD_12701,CUST_4707,2024-01-24,4289,UPI,Delivered,Chennai
ORD_12702,CUST_2237,2024-05-10,3050,COD,Returned,Kolkata
ORD_12703,CUST_2649,2024-03-01,743,Netbanking,Returned,Chennai
ORD_12704,CUST_2729,2024-04-09,1038,UPI,Delivered,Chennai
ORD_12705,CUST_8064,2024-03-01,4101,Netbanking,Delivered,Chennai
ORD_12706,CUST_4414,2023-12-06,3208,COD,Cancelled,Hyderabad
ORD_12707,CUST_8256,2024-03-08,5158,Netbanking,Delivered,Hyderabad
ORD_12708,CUST_5394,2024-06-01,671,COD,Delivered,Hyderabad
ORD_12709,CUST_7255,2024-03-16,4164,Card,Returned,Pune
ORD_12710,CUST_7559,2024-03-24,683,Netbanking,Delivered,Delhi
ORD_12711,CUST_8224,2023-12-21,4580,COD,Cancelled,Delhi
ORD_12712,CUST_2238,2023-12-08,1398,UPI,Returned,Kolkata
ORD_12713,CUST_7819,2024-05-22,2898,Netbanking,Returned,Delhi
ORD_12714,CUST_6335,2024-05-21,5024,Netbanking,Delivered,Mumbai
ORD_12715,CUST_1177,2024-05-30,5015,COD,Delivered,Hyderabad
ORD_12716,CUST_2093,2024-01-14,3279,Netbanking,Delivered,Hyderabad
ORD_12717,CUST_2208,2024-05-19,3080,COD,Delivered,Chennai
ORD_12718,CUST_1588,2024-01-24,1633,UPI,Delivered,Pune
ORD_12719,CUST_8634,2024-04-24,3531,COD,Cancelled,Hyderabad
ORD_12720,CUST_3166,2024-05-31,3619,Netbanking,Cancelled,Bangalore
ORD_12721,CUST_5969,2024-05-20,1597,Netbanking,Delivered,Hyderabad
ORD_12722,CUST_8702,2024-03-22,1376,COD,Delivered,Delhi
ORD_12723,CUST_5071,2024-02-06,3865,Card,Delivered,Kolkata
ORD_12724,CUST_3770,2024-04-06,1695,UPI,Returned,Delhi
ORD_12725,CUST_8269,2024-02-26,5164,Netbanking,Delivered,Delhi
ORD_12726,CUST_3365,2024-04-27,1606,COD,Delivered,Pune
ORD_12727,CUST_5731,2024-02-16,4152,Netbanking,Delivered,Kolkata
ORD_12728,CUST_3780,2024-01-11,2606,Card,Cancelled,Kolkata
ORD_12729,CUST_4601,2024-03-29,1875,COD,Delivered,Chennai
ORD_12730,CUST_1583,2024-04-24,5177,Netbanking,Delivered,Delhi
ORD_12731,CUST_3700,2024-03-02,2065,Card,Cancelled,Delhi
ORD_12732,CUST_6173,2024-03-08,1826,Netbanking,Delivered,Hyderabad
ORD_12733,CUST_3899,2024-03-26,3931,Netbanking,Delivered,Pune
ORD_12734,CUST_8906,2024-02-07,2664,Card,Delivered,Pune
ORD_12735,CUST_1898,2023-12-18,3052,UPI,Delivered,Pune
ORD_12736,CUST_4319,2024-04-28,333,Card,Returned,Delhi
ORD_12737,CUST_8886,2024-03-24,1993,UPI,Delivered,Mumbai
ORD_12738,CUST_5913,2023-12-23,403,Netbanking,Delivered,Chennai
ORD_12739,CUST_3594,2024-05-13,3154,UPI,Delivered,Delhi
ORD_12740,CUST_6926,2023-12-11,3411,COD,Delivered,Pune
ORD_12741,CUST_2052,2024-01-31,3809,Card,Delivered,Chennai
ORD_12742,CUST_4562,2024-04-26,3055,Netbanking,Returned,Delhi
ORD_12743,CUST_6434,2024-05-21,1365,UPI,Delivered,Chennai
ORD_12744,CUST_5966,2023-12-09,1233,Card,Delivered,Pune
ORD_12745,CUST_1388,2024-05-05,4670,COD,Returned,Delhi
ORD_12746,CUST_6938,2024-03-23,4505,Card,Delivered,Hyderabad
ORD_12747,CUST_6569,2023-12-29,3089,Card,Delivered,Hyderabad
ORD_12748,CUST_2897,2023-12-27,3666,Netbanking,Delivered,Kolkata
ORD_12749,CUST_3748,2024-01-24,3397,Card,Returned,Chennai
ORD_12750,CUST_1786,2024-03-03,4433,UPI,Delivered,Chennai
ORD_12751,CUST_7245,2024-05-04,3546,COD,Cancelled,Delhi
ORD_12752,CUST_3411,2023-12-13,3756,UPI,Delivered,Hyderabad
ORD_12753,CUST_6378,2024-04-05,2603,Netbanking,Delivered,Mumbai
ORD_12754,CUST_8624,2023-12-23,3999,Netbanking,Returned,Bangalore
ORD_12755,CUST_3897,2024-03-01,656,Card,Delivered,Mumbai
ORD_12756,CUST_3675,2023-12-28,360,UPI,Delivered,Chennai
ORD_12757,CUST_3418,2024-05-07,4116,UPI,Delivered,Bangalore
ORD_12758,CUST_3811,2024-04-27,697,Card,Delivered,Kolkata
ORD_12759,CUST_5560,2024-01-29,2489,COD,Delivered,Kolkata
ORD_12760,CUST_1152,2024-03-03,948,Card,Cancelled,Hyderabad
ORD_12761,CUST_3782,2024-01-27,1970,UPI,Delivered,Bangalore
ORD_12762,CUST_3420,2024-01-06,4079,Card,Cancelled,Mumbai
ORD_12763,CUST_4417,2024-02-08,1265,UPI,Returned,Mumbai
ORD_12764,CUST_7608,2024-03-19,1531,Card,Delivered,Bangalore
ORD_12765,CUST_1448,2024-05-05,3049,Netbanking,Delivered,Delhi
ORD_12766,CUST_7055,2024-01-24,4757,Netbanking,Delivered,Hyderabad
ORD_12767,CUST_5241,2024-03-31,2178,Netbanking,Delivered,Mumbai
ORD_12768,CUST_2525,2024-05-04,769,COD,Delivered,Hyderabad
ORD_12769,CUST_6764,2024-01-25,2495,UPI,Delivered,Bangalore
ORD_12770,CUST_8968,2024-05-18,4959,Netbanking,Delivered,Chennai
ORD_12771,CUST_2011,2024-02-26,1805,Card,Delivered,Chennai
ORD_12772,CUST_3762,2023-12-07,3669,Netbanking,Delivered,Kolkata
ORD_12773,CUST_4827,2024-03-25,735,UPI,Returned,Bangalore
ORD_12774,CUST_7497,2024-03-07,3025,COD,Delivered,Pune
ORD_12775,CUST_1744,2024-02-27,4171,UPI,Cancelled,Kolkata
ORD_12776,CUST_1185,2024-03-27,2855,COD,Cancelled,Chennai
ORD_12777,CUST_6811,2024-02-23,2501,UPI,Returned,Chennai
ORD_12778,CUST_1541,2024-01-16,2333,Netbanking,Delivered,Bangalore
ORD_12779,CUST_7581,2024-05-27,4838,COD,Cancelled,Delhi
ORD_12780,CUST_6737,2024-01-29,4165,Card,Returned,Kolkata
ORD_12781,CUST_3437,2024-02-09,2437,Card,Returned,Chennai
ORD_12782,CUST_8424,2024-05-04,3672,UPI,Delivered,Hyderabad
ORD_12783,CUST_1584,2024-01-08,2790,Netbanking,Returned,Chennai
ORD_12784,CUST_2561,2023-12-29,2035,UPI,Delivered,Bangalore
ORD_12785,CUST_3037,2024-02-11,387,Card,Delivered,Delhi
ORD_12786,CUST_4655,2024-01-05,488,Netbanking,Delivered,Kolkata
ORD_12787,CUST_5394,2024-02-09,5260,UPI,Delivered,Chennai
ORD_12788,CUST_8589,2024-03-21,4025,Netbanking,Delivered,Delhi
ORD_12789,CUST_8539,2024-03-12,3867,COD,Delivered,Hyderabad
ORD_12790,CUST_6041,2024-03-13,794,Card,Delivered,Kolkata
ORD_12791,CUST_2938,2024-05-12,509,Card,Delivered,Kolkata
ORD_12792,CUST_8518,2024-01-30,2777,Card,Delivered,Delhi
ORD_12793,CUST_2676,2023-12-23,4262,COD,Returned,Pune
ORD_12794,CUST_3482,2024-05-31,4990,Netbanking,Delivered,Kolkata
ORD_12795,CUST_6910,2024-02-07,800,COD,Delivered,Chennai
ORD_12796,CUST_1403,2024-01-11,2030,UPI,Cancelled,Pune
ORD_12797,CUST_6691,2024-01-01,5271,COD,Cancelled,Hyderabad
ORD_12798,CUST_5496,2024-02-29,4347,Card,Delivered,Mumbai
ORD_12799,CUST_4866,2023-12-29,3998,UPI,Delivered,Mumbai
ORD_12800,CUST_6093,2024-04-20,4907,UPI,Delivered,Hyderabad
ORD_12801,CUST_7611,2024-04-29,4280,UPI,Delivered,Pune
ORD_12802,CUST_8327,2024-01-09,2361,Card,Cancelled,Pune
ORD_12803,CUST_5560,2024-05-09,4334,Netbanking,Returned,Chennai
ORD_12804,CUST_7456,2024-04-06,3133,Netbanking,Delivered,Bangalore
ORD_12805,CUST_8941,2024-02-23,2138,COD,Delivered,Delhi
ORD_12806,CUST_7630,2024-05-31,2620,UPI,Returned,Bangalore
ORD_12807,CUST_4633,2024-01-08,4083,UPI,Delivered,Mumbai
ORD_12808,CUST_3837,2024-04-11,3898,COD,Delivered,Delhi
ORD_12809,CUST_5656,2024-05-04,1215,Card,Delivered,Chennai
ORD_12810,CUST_8704,2024-03-07,4181,Netbanking,Cancelled,Pune
ORD_12811,CUST_3925,2024-03-24,692,Netbanking,Delivered,Mumbai
ORD_12812,CUST_4437,2024-02-16,1683,Card,Cancelled,Hyderabad
ORD_12813,CUST_8706,2024-05-07,1122,Card,Delivered,Pune
ORD_12814,CUST_3852,2023-12-24,3875,UPI,Returned,Kolkata
ORD_12815,CUST_8662,2024-05-28,3796,COD,Returned,Kolkata
ORD_12816,CUST_1128,2024-02-29,2621,Netbanking,Delivered,Bangalore
ORD_12817,CUST_4582,2024-02-14,1385,COD,Delivered,Kolkata
ORD_12818,CUST_3147,2024-01-13,2809,Card,Cancelled,Mumbai
ORD_12819,CUST_2373,2024-05-09,1137,Card,Delivered,Kolkata
ORD_12820,CUST_7531,2024-01-22,4438,UPI,Delivered,Chennai
ORD_12821,CUST_4488,2024-01-12,1928,Card,Delivered,Hyderabad
ORD_12822,CUST_8886,2024-04-26,1392,Card,Cancelled,Chennai
ORD_12823,CUST_6592,2023-12-09,1097,UPI,Delivered,Bangalore
ORD_12824,CUST_4320,2024-05-22,2509,Netbanking,Delivered,Pune
ORD_12825,CUST_6705,2024-04-11,2813,Netbanking,Delivered,Kolkata
ORD_12826,CUST_7473,2024-05-18,4578,Netbanking,Returned,Pune
ORD_12827,CUST_6808,2024-04-26,2751,Card,Delivered,Chennai
ORD_12828,CUST_4540,2024-01-29,2265,COD,Cancelled,Pune
ORD_12829,CUST_6025,2024-04-17,761,Netbanking,Delivered,Pune
ORD_12830,CUST_4202,2024-01-17,2895,Card,Delivered,Delhi
ORD_12831,CUST_6587,2024-02-27,681,COD,Delivered,Mumbai
ORD_12832,CUST_7422,2024-03-02,4715,UPI,Returned,Delhi
ORD_12833,CUST_3601,2024-05-04,4313,UPI,Delivered,Chennai
ORD_12834,CUST_5488,2024-04-18,1964,Card,Cancelled,Delhi
ORD_12835,CUST_7879,2024-01-19,2554,UPI,Delivered,Delhi
ORD_12836,CUST_2590,2024-02-20,2711,UPI,Delivered,Delhi
ORD_12837,CUST_2396,2024-02-22,2209,Netbanking,Returned,Pune
ORD_12838,CUST_8186,2024-04-05,3077,COD,Delivered,Kolkata
ORD_12839,CUST_6562,2024-01-21,1667,Card,Cancelled,Mumbai
ORD_12840,CUST_2768,2023-12-20,1678,UPI,Delivered,Chennai
ORD_12841,CUST_7761,2024-03-23,600,COD,Delivered,Kolkata
ORD_12842,CUST_2156,2024-03-14,1877,UPI,Returned,Mumbai
ORD_12843,CUST_7411,2023-12-23,3159,Netbanking,Delivered,Bangalore
ORD_12844,CUST_3619,2024-01-12,4088,COD,Returned,Delhi
ORD_12845,CUST_2900,2024-01-02,1822,Card,Delivered,Delhi
ORD_12846,CUST_4400,2024-04-17,1776,UPI,Returned,Mumbai
ORD_12847,CUST_4443,2024-04-21,1989,COD,Delivered,Kolkata
ORD_12848,CUST_1032,2024-01-15,2966,COD,Delivered,Pune
ORD_12849,CUST_3466,2024-04-29,2788,COD,Delivered,Kolkata
ORD_12850,CUST_6396,2024-04-28,3853,Netbanking,Delivered,Chennai
ORD_12851,CUST_3281,2024-05-04,1532,UPI,Delivered,Pune
ORD_12852,CUST_7584,2024-02-15,3483,Netbanking,Returned,Delhi
ORD_12853,CUST_6652,2024-05-04,2888,UPI,Cancelled,Bangalore
ORD_12854,CUST_8837,2024-04-04,2725,UPI,Cancelled,Chennai
ORD_12855,CUST_7205,2024-02-24,2787,COD,Delivered,Hyderabad
ORD_12856,CUST_5648,2024-03-17,733,Card,Delivered,Hyderabad
ORD_12857,CUST_7724,2024-01-06,1497,UPI,Delivered,Kolkata
ORD_12858,CUST_5173,2024-02-21,534,Netbanking,Cancelled,Hyderabad
ORD_12859,CUST_4073,2024-03-18,2598,COD,Delivered,Delhi
ORD_12860,CUST_4841,2023-12-07,3041,Card,Delivered,Kolkata
ORD_12861,CUST_2916,2024-03-31,1665,Netbanking,Delivered,Hyderabad
ORD_12862,CUST_7966,2024-02-14,2517,UPI,Delivered,Kolkata
ORD_12863,CUST_8413,2024-06-01,2293,Netbanking,Delivered,Mumbai
ORD_12864,CUST_1788,2024-05-16,2195,COD,Returned,Pune
ORD_12865,CUST_8475,2024-04-06,4588,UPI,Delivered,Bangalore
ORD_12866,CUST_8538,2024-02-27,1205,UPI,Delivered,Chennai
ORD_12867,CUST_5831,2024-02-19,2439,Netbanking,Delivered,Pune
ORD_12868,CUST_7058,2023-12-10,4300,Card,Delivered,Kolkata
ORD_12869,CUST_8207,2023-12-21,4042,COD,Returned,Pune
ORD_12870,CUST_2245,2024-04-25,3744,Netbanking,Delivered,Kolkata
ORD_12871,CUST_1530,2024-05-13,2904,Card,Returned,Chennai
ORD_12872,CUST_8074,2024-02-21,4817,Card,Delivered,Chennai
ORD_12873,CUST_6568,2024-01-13,2476,Card,Delivered,Hyderabad
ORD_12874,CUST_2682,2024-05-15,4303,UPI,Delivered,Delhi
ORD_12875,CUST_5773,2023-12-23,408,COD,Returned,Bangalore
ORD_12876,CUST_2599,2024-03-07,1214,COD,Cancelled,Delhi
ORD_12877,CUST_6039,2024-01-10,4115,Card,Delivered,Kolkata
ORD_12878,CUST_2215,2024-03-01,4061,COD,Delivered,Bangalore
ORD_12879,CUST_4553,2023-12-11,1378,Card,Cancelled,Bangalore
ORD_12880,CUST_8838,2024-04-02,2510,COD,Cancelled,Pune
ORD_12881,CUST_5963,2023-12-17,815,UPI,Cancelled,Kolkata
ORD_12882,CUST_6617,2024-05-29,3673,UPI,Cancelled,Chennai
ORD_12883,CUST_1270,2024-03-30,3832,Netbanking,Returned,Bangalore
ORD_12884,CUST_2272,2023-12-20,452,Netbanking,Delivered,Delhi
ORD_12885,CUST_4715,2023-12-09,368,COD,Delivered,Hyderabad
ORD_12886,CUST_1817,2024-01-21,2162,COD,Delivered,Mumbai
ORD_12887,CUST_7793,2024-01-05,5078,Card,Delivered,Hyderabad
ORD_12888,CUST_6652,2024-04-17,794,Netbanking,Delivered,Chennai
ORD_12889,CUST_6465,2024-01-21,2605,Netbanking,Delivered,Kolkata
ORD_12890,CUST_6433,2024-05-18,4677,Card,Delivered,Mumbai
ORD_12891,CUST_8432,2024-02-13,4036,Netbanking,Returned,Hyderabad
ORD_12892,CUST_8073,2024-05-11,5094,Card,Delivered,Hyderabad
ORD_12893,CUST_2825,2024-04-09,2012,Netbanking,Delivered,Bangalore
ORD_12894,CUST_4665,2024-02-20,4505,Netbanking,Delivered,Hyderabad
ORD_12895,CUST_8452,2024-05-12,832,COD,Returned,Hyderabad
ORD_12896,CUST_3820,2024-05-12,4351,COD,Delivered,Mumbai
ORD_12897,CUST_3909,2024-04-19,1787,Card,Returned,Hyderabad
ORD_12898,CUST_6587,2024-03-08,4265,COD,Cancelled,Chennai
ORD_12899,CUST_8011,2024-03-17,1082,COD,Returned,Hyderabad
ORD_12900,CUST_7461,2024-04-03,394,Card,Cancelled,Chennai
ORD_12901,CUST_4218,2023-12-13,1253,COD,Delivered,Mumbai
ORD_12902,CUST_3683,2024-01-03,595,Card,Delivered,Hyderabad
ORD_12903,CUST_3285,2024-04-01,4257,Card,Returned,Delhi
ORD_12904,CUST_6340,2024-01-22,606,Card,Cancelled,Mumbai
ORD_12905,CUST_6254,2024-02-16,3925,Netbanking,Delivered,Delhi
ORD_12906,CUST_2445,2024-05-30,4053,COD,Delivered,Chennai
ORD_12907,CUST_2101,2024-03-24,4423,UPI,Delivered,Hyderabad
ORD_12908,CUST_2619,2024-01-26,4467,UPI,Cancelled,Kolkata
ORD_12909,CUST_8649,2024-01-01,1398,Netbanking,Delivered,Hyderabad
ORD_12910,CUST_8847,2024-01-03,4222,Card,Delivered,Chennai
ORD_12911,CUST_8819,2024-01-27,537,Netbanking,Cancelled,Kolkata
ORD_12912,CUST_5855,2024-04-01,4028,UPI,Delivered,Mumbai
ORD_12913,CUST_4790,2024-03-19,628,UPI,Delivered,Mumbai
ORD_12914,CUST_1747,2024-04-12,4251,Card,Delivered,Hyderabad
ORD_12915,CUST_3971,2024-01-08,1241,Card,Delivered,Chennai
ORD_12916,CUST_2910,2024-03-11,606,UPI,Delivered,Bangalore
ORD_12917,CUST_8639,2024-03-27,723,UPI,Delivered,Bangalore
ORD_12918,CUST_7706,2024-04-03,1349,COD,Delivered,Pune
ORD_12919,CUST_8224,2024-02-04,1639,COD,Delivered,Kolkata
ORD_12920,CUST_5430,2024-02-06,2811,COD,Cancelled,Pune
ORD_12921,CUST_4374,2024-02-07,984,Card,Delivered,Delhi
ORD_12922,CUST_1827,2024-05-19,4854,Card,Delivered,Chennai
ORD_12923,CUST_4943,2023-12-16,1601,Netbanking,Cancelled,Delhi
ORD_12924,CUST_6120,2024-01-05,1664,Netbanking,Delivered,Chennai
ORD_12925,CUST_5487,2024-03-27,3095,Card,Returned,Kolkata
ORD_12926,CUST_8012,2024-05-31,1519,Netbanking,Delivered,Chennai
ORD_12927,CUST_6857,2024-03-09,4542,UPI,Delivered,Hyderabad
ORD_12928,CUST_6551,2024-01-08,3135,UPI,Delivered,Delhi
ORD_12929,CUST_6649,2024-05-04,2938,Card,Cancelled,Hyderabad
ORD_12930,CUST_4527,2024-05-07,4814,COD,Delivered,Pune
ORD_12931,CUST_3532,2024-02-19,1075,UPI,Cancelled,Chennai
ORD_12932,CUST_2277,2024-03-19,793,Netbanking,Delivered,Delhi
ORD_12933,CUST_3035,2024-05-24,4637,Netbanking,Delivered,Kolkata
ORD_12934,CUST_4191,2023-12-10,3975,COD,Delivered,Bangalore
ORD_12935,CUST_6938,2024-03-26,733,Netbanking,Cancelled,Delhi
ORD_12936,CUST_5045,2024-03-28,1877,COD,Delivered,Chennai
ORD_12937,CUST_6331,2024-03-29,5130,UPI,Cancelled,Kolkata
ORD_12938,CUST_4279,2024-05-29,313,COD,Delivered,Pune
ORD_12939,CUST_1676,2024-05-17,4093,Card,Returned,Hyderabad
ORD_12940,CUST_5322,2024-03-30,3694,UPI,Delivered,Pune
ORD_12941,CUST_5664,2024-03-27,2670,Netbanking,Returned,Chennai
ORD_12942,CUST_8986,2024-05-02,4747,Netbanking,Delivered,Chennai
ORD_12943,CUST_1540,2023-12-10,2820,Netbanking,Cancelled,Delhi
ORD_12944,CUST_7068,2023-12-21,4251,Netbanking,Returned,Kolkata
ORD_12945,CUST_8441,2024-02-28,2875,Card,Delivered,Delhi
ORD_12946,CUST_5435,2023-12-25,3070,COD,Returned,Pune
ORD_12947,CUST_2448,2024-06-01,2709,UPI,Delivered,Mumbai
ORD_12948,CUST_1098,2023-12-22,927,UPI,Cancelled,Chennai
ORD_12949,CUST_5356,2024-02-10,330,UPI,Delivered,Delhi
ORD_12950,CUST_5202,2024-04-10,4550,Netbanking,Returned,Pune
ORD_12951,CUST_4239,2024-04-17,1519,Card,Delivered,Hyderabad
ORD_12952,CUST_5380,2024-01-20,3590,Card,Delivered,Mumbai
ORD_12953,CUST_1624,2024-01-14,681,UPI,Delivered,Delhi
ORD_12954,CUST_7312,2024-02-23,1201,COD,Delivered,Chennai
ORD_12955,CUST_7534,2024-05-04,3636,Card,Delivered,Bangalore
ORD_12956,CUST_2277,2024-01-06,3107,UPI,Delivered,Kolkata
ORD_12957,CUST_5814,2024-04-25,1246,UPI,Delivered,Mumbai
ORD_12958,CUST_3945,2023-12-31,1915,Card,Delivered,Delhi
ORD_12959,CUST_3587,2024-02-01,4187,UPI,Delivered,Bangalore
ORD_12960,CUST_5402,2024-04-27,3371,UPI,Delivered,Chennai
ORD_12961,CUST_8819,2023-12-26,3452,Card,Delivered,Hyderabad
ORD_12962,CUST_3290,2024-04-17,4542,Netbanking,Delivered,Chennai
ORD_12963,CUST_4985,2024-05-12,470,COD,Returned,Pune
ORD_12964,CUST_4447,2024-05-20,4591,Card,Returned,Delhi
ORD_12965,CUST_4086,2024-02-18,4167,Card,Returned,Hyderabad
ORD_12966,CUST_6616,2024-01-24,1504,Netbanking,Cancelled,Kolkata
ORD_12967,CUST_4405,2023-12-15,2171,Card,Cancelled,Hyderabad
ORD_12968,CUST_4844,2024-03-06,4574,Netbanking,Delivered,Chennai
ORD_12969,CUST_8894,2024-01-10,1207,Card,Delivered,Pune
ORD_12970,CUST_5480,2023-12-13,1525,COD,Delivered,Pune
ORD_12971,CUST_1573,2023-12-16,1590,UPI,Returned,Delhi
ORD_12972,CUST_4595,2023-12-29,3407,UPI,Cancelled,Pune
ORD_12973,CUST_8103,2024-04-20,3733,UPI,Delivered,Delhi
ORD_12974,CUST_2557,2024-02-29,3729,UPI,Delivered,Chennai
ORD_12975,CUST_3417,2024-03-31,3929,Card,Delivered,Mumbai
ORD_12976,CUST_2333,2024-05-26,2640,Netbanking,Delivered,Mumbai
ORD_12977,CUST_7990,2024-02-04,1209,Card,Cancelled,Delhi
ORD_12978,CUST_3706,2023-12-27,2970,Netbanking,Delivered,Mumbai
ORD_12979,CUST_8605,2024-05-28,5299,Netbanking,Delivered,Pune
ORD_12980,CUST_8267,2023-12-25,5126,COD,Cancelled,Kolkata
ORD_12981,CUST_6661,2024-03-10,1858,Card,Delivered,Mumbai
ORD_12982,CUST_5992,2024-04-29,5180,Card,Delivered,Delhi
ORD_12983,CUST_6182,2024-05-03,3628,Card,Returned,Delhi
ORD_12984,CUST_1202,2023-12-25,386,UPI,Delivered,Chennai
ORD_12985,CUST_2882,2024-05-13,1711,Card,Delivered,Bangalore
ORD_12986,CUST_7818,2024-01-28,435,Card,Cancelled,Delhi
ORD_12987,CUST_4136,2024-05-14,3961,UPI,Returned,Pune
ORD_12988,CUST_8956,2023-12-17,476,UPI,Returned,Bangalore
ORD_12989,CUST_4639,2024-05-01,952,COD,Returned,Hyderabad
ORD_12990,CUST_8080,2024-01-01,1931,UPI,Delivered,Pune
ORD_12991,CUST_7503,2024-03-19,1031,UPI,Returned,Mumbai
ORD_12992,CUST_6270,2024-03-10,303,COD,Cancelled,Hyderabad
ORD_12993,CUST_4732,2024-01-17,445,Netbanking,Delivered,Bangalore
ORD_12994,CUST_7753,2023-12-22,346,Netbanking,Delivered,Delhi
ORD_12995,CUST_3461,2023-12-10,4301,Card,Delivered,Pune
ORD_12996,CUST_3276,2023-12-30,3427,COD,Cancelled,Kolkata
ORD_12997,CUST_1642,2024-02-16,579,Netbanking,Delivered,Chennai
ORD_12998,CUST_2570,2024-03-10,625,Card,Delivered,Bangalore
ORD_12999,CUST_6958,2024-02-09,3510,Netbanking,Cancelled,Delhi
ORD_13000,CUST_2554,2023-12-25,456,COD,Delivered,Kolkata
ORD_13001,CUST_4273,2023-12-18,1077,Netbanking,Delivered,Delhi
ORD_13002,CUST_2369,2024-03-26,2838,COD,Cancelled,Kolkata
ORD_13003,CUST_1108,2024-01-27,3242,Netbanking,Delivered,Pune
ORD_13004,CUST_7342,2024-03-10,1663,Card,Returned,Chennai
ORD_13005,CUST_1046,2023-12-30,4769,COD,Returned,Bangalore
ORD_13006,CUST_8049,2024-05-24,1730,UPI,Cancelled,Delhi
ORD_13007,CUST_2281,2024-01-02,2721,COD,Delivered,Pune
ORD_13008,CUST_3963,2024-02-23,1885,Netbanking,Returned,Delhi
ORD_13009,CUST_7881,2024-04-15,546,COD,Delivered,Bangalore
ORD_13010,CUST_7983,2023-12-09,2736,UPI,Delivered,Chennai
ORD_13011,CUST_2717,2024-05-05,3550,Card,Returned,Mumbai
ORD_13012,CUST_4184,2024-04-18,5223,COD,Delivered,Mumbai
ORD_13013,CUST_1577,2024-01-21,3217,Card,Cancelled,Pune
ORD_13014,CUST_6978,2023-12-16,3904,Card,Delivered,Mumbai
ORD_13015,CUST_8750,2024-04-15,2054,Card,Returned,Kolkata
ORD_13016,CUST_5307,2024-03-29,3390,COD,Delivered,Bangalore
ORD_13017,CUST_8281,2024-01-16,4596,Card,Delivered,Bangalore
ORD_13018,CUST_4389,2024-05-29,3132,Card,Delivered,Hyderabad
ORD_13019,CUST_7129,2024-01-23,2124,UPI,Cancelled,Pune
ORD_13020,CUST_3545,2024-04-04,4763,COD,Returned,Chennai
ORD_13021,CUST_8246,2024-01-18,3457,UPI,Delivered,Mumbai
ORD_13022,CUST_4459,2024-05-21,3370,Card,Delivered,Kolkata
ORD_13023,CUST_4692,2024-04-04,1015,Netbanking,Returned,Mumbai
ORD_13024,CUST_3756,2024-04-24,3679,Card,Cancelled,Kolkata
ORD_13025,CUST_4082,2024-04-13,4985,Netbanking,Delivered,Bangalore
ORD_13026,CUST_7250,2024-01-19,1055,COD,Cancelled,Kolkata
